similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no,pred_label,pred_label_name,pred_prob_0,pred_prob_1,pred_prob_2
0.8654,5.5,NO on Kalshi @ 66.0¢  +  YES on Polymarket @ 28.5¢,KXNBAAST-26MAR09NYKLAC-NYKJHART3-5,Josh Hart: 5+ assists — Josh Hart: 5+,50.0,66.0,0xd4a919153d1d169d466962c2a78b86ced791b0ea0ec9aaaf979ca1e815eecd5f,Josh Hart: Assists O/U 4.5,28.499999999999996,71.5,2,true_match,0.0959,0.3381,0.566
0.8296,5.5,YES on Kalshi @ 41.0¢  +  NO on Polymarket @ 53.5¢,KXWCROUND-26RO16-DEN,Will Denmark qualify for FIFA World Cup Round of 16? — Denmark,41.0,79.0,0xbfe2fa30664135a1c6a23a5946c2e188f983e27070b8ec450902de6467def4fd,Will Denmark qualify for the 2026 FIFA World Cup?,46.5,53.5,2,true_match,0.0457,0.2785,0.6758
0.8757,5.3,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 77.7¢,KXGOVWYNOMR-26-EBAR,Will Eric Barlow be the Republican nominee for Governor in Wyoming? — Eric Barlow,17.0,85.0,0xfb481845055afdf15febad269fcb534be4c5e79d5789b72659a036660b46e11b,Will Eric Barlow win the 2026 Wyoming Governor Republican primary election?,22.3,77.7,2,true_match,0.0382,0.0493,0.9125
0.9234,5.15,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 93.8¢,KXCO8D-26-DYOU,Wil Dave Young be the Democratic nominee for CO-8? — Dave Young,1.0,,0x45dc03d5281fe24c211f4b2c7260c9ccd5bbeb579781f4bdf49a0783bc910446,Will Dave Young be the Democratic nominee for CO-08?,6.15,93.85,2,true_match,0.0919,0.1422,0.7658
0.9515,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-TX33-26-R,Will Republican win the House race for TX-33? — Republican party,3.0,,0x3d461ff8c0d187cdbad111baee3e14595b4a8f349fd2d101392ffaaedb37ba2e,Will the Republican Party win the TX-33 House seat?,8.0,92.0,2,true_match,0.0313,0.0259,0.9428
0.9494,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-PA06-26-R,Will Republican win the House race for PA-06? — Republican party,3.0,,0x08fa906366719c767deaca0a3df7090d924c30dfe815bf2ab003ec9645468f34,Will the Republican Party win the PA-06 House seat?,8.0,92.0,2,true_match,0.0313,0.0259,0.9428
0.9481,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-MA07-26-R,Will Republican win the House race for MA-07? — Republican party,3.0,,0xe172940ff822bc93e16ac91a58966c689d5caeaf3fb325c3a63c8382cf62988d,Will the Republican Party win the MA-07 House seat?,8.0,92.0,2,true_match,0.0209,0.0185,0.9606
0.948,5.0,YES on Kalshi @ 5.0¢  +  NO on Polymarket @ 90.0¢,KXHOUSERACE-NJ11-26-R,Will Republican win the House race for NJ-11? — Republican party,5.0,99.0,0xba70ddd672c901c0ad52c7fa0bd1a77cd0c30fef147ab2790b315a0d61251fc6,Will the Republican Party win the NJ-11 House seat?,10.0,90.0,2,true_match,0.0136,0.0246,0.9619
0.9477,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-NY16-26-R,Will Republican win the House race for NY-16? — Republican party,3.0,,0x2c805e06b031b63275909ad501d27497e4bc1ea93500b0da607225bdece623ee,Will the Republican Party win the NY-16 House seat?,8.0,92.0,2,true_match,0.0313,0.0259,0.9428
0.9469,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-MD05-26-R,Will Republican win the House race for MD-05? — Republican party,3.0,,0x96707fbb585929ce5ff3a9b6604e54bc8d90c84799aefaf7997b5f256dd42b8e,Will the Republican Party win the MD-05 House seat?,8.0,92.0,2,true_match,0.0209,0.0185,0.9606
0.946,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-LA06-26-R,Will Republican win the House race for LA-06? — Republican party,4.0,99.0,0x12ab600156edbfd74f7c342f24a7171af2e09d10ba04669f5a98a75b84e1145f,Will the Republican Party win the LA-06 House seat?,9.0,91.0,2,true_match,0.0189,0.0192,0.9619
0.9435,5.0,NO on Kalshi @ 73.0¢  +  YES on Polymarket @ 22.0¢,KXNY12D-26-ABOR,Wil Alex Bores be the Democratic nominee for NY-12? — Alex Bores,28.0,73.0,0x1af009052969324fe877b8339e173ae39c8c8c6b7db75a41cd091bfe4ec04265,Will Alex Bores be the democratic nominee for NY-12?,22.0,78.0,2,true_match,0.0037,0.0172,0.9791
0.9432,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-MI13-26-R,Will Republican win the House race for MI-13? — Republican party,3.0,,0x427caabb481da82dcd84c3bccf6216d633be0fa0a2fc5c883b4116b673b9493e,Will the Republican Party win the MI-13 House seat?,8.0,92.0,2,true_match,0.0209,0.0185,0.9606
0.9414,5.0,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 10.0¢,HOUSECA21-26-R,Will a Republican win the House race for CA-21? — Republican party,18.0,85.0,0xd02e25c7ab3266bd0f56bfa7ae754f0c045f4334a8e6a6259a6c98319b281286,Will the Republican Party win the CA-21 House seat?,10.0,90.0,2,true_match,0.016,0.0299,0.9541
0.941,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-CA10-26-R,Will Republican win the House race for CA-10? — Republican party,4.0,,0x27ad25bf3dfa79523493c7f410441767428100d2ba21909d429627b5c80e4c30,Will the Republican Party win the CA-10 House seat?,9.0,91.0,2,true_match,0.0328,0.028,0.9392
0.9397,5.0,NO on Kalshi @ 10.0¢  +  YES on Polymarket @ 85.0¢,KXHOUSERACE-WI07-26-R,Will Republican win the House race for WI-07? — Republican party,96.0,10.0,0xabd97df0efa29459bcbc76afd2629279ee1d085a2a9e5df154d3ca2cf0e602f7,Will the Republican Party win the WI-07 House seat?,85.0,15.0,2,true_match,0.0329,0.1303,0.8368
0.9382,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-CA02-26-R,Will Republican win the House race for CA-02? — Republican party,4.0,,0x6b72de34aae058f5ecb469158e874b9cebce8356bf9c244a77b2294918ade7c1,Will the Republican Party win the CA-02 House seat?,9.0,91.0,2,true_match,0.0328,0.028,0.9392
0.9381,5.0,NO on Kalshi @ 17.0¢  +  YES on Polymarket @ 78.0¢,HOUSEVA7-26-D,Will Democratic win the House race for VA-07? — Democratic party,90.0,17.0,0xeca572826dbd8548c7969c165c5abdca214bb94e7b7191fae36cc898482d7eb9,Will the Democratic Party win the VA-07 House seat?,78.0,22.0,2,true_match,0.0111,0.0789,0.91
0.9375,5.0,YES on Kalshi @ 69.0¢  +  NO on Polymarket @ 26.0¢,HOUSETX34-26-D,Will Democratic win the House race for TX-34? — Democratic party,69.0,33.0,0x7018d32e315a69c0537fc42f8e574ee4a24b3babaae302cda79fb0c355e0df1a,Will the Democratic Party win the TX-34 House seat?,74.0,26.0,2,true_match,0.0072,0.0329,0.9599
0.9372,5.0,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 90.0¢,KXHOUSERACE-NJ11-26-D,Will Democratic win the House race for NJ-11? — Democratic party,97.0,5.0,0xced523e333e21f9c50986ceae73d822ca1569d747cdb913d65ad62e72bb48e78,Will the Democratic Party win the NJ-11 House seat?,90.0,10.0,2,true_match,0.0284,0.0674,0.9042
0.9371,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-WA02-26-R,Will Republican win the House race for WA-02? — Republican party,3.0,,0x90f15a7d54cc507dabd869d0c92b870449703437eac9c7814518c81f46f6ab7a,Will the Republican Party win the WA-02 House seat?,8.0,92.0,2,true_match,0.0313,0.0259,0.9428
0.9368,5.0,YES on Kalshi @ 11.0¢  +  NO on Polymarket @ 84.0¢,KXHOUSERACE-FL28-26-D,Will Democratic win the House race for FL-28? — Democratic party,11.0,95.0,0x7e0849c64f34bd2f04583b60fe9393441caa05aad07799e1a19a2f8e0eb2aa37,Will the Democratic Party win the FL-28 House seat?,16.0,84.0,2,true_match,0.0043,0.0119,0.9838
0.9362,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-GA09-26-D,Will Democratic win the House race for GA-09? — Democratic party,4.0,97.0,0x226112f717d035cee689874147a02ec459853019c5c4ecde7ab5a7510ebb29a6,Will the Democratic Party win the GA-09 House seat?,9.0,91.0,2,true_match,0.0122,0.0131,0.9747
0.9356,5.0,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 87.0¢,KXHOUSERACE-TX14-26-D,Will Democratic win the House race for TX-14? — Democratic party,8.0,99.0,0x1b90a71c546ba9e4529b9de598cce3d60707846d4e0c39fe61d28cc2bf1d5b3d,Will the Democratic Party win the TX-14 House seat?,13.0,87.0,2,true_match,0.0079,0.0181,0.974
0.9347,5.0,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 88.0¢,KXHOUSERACE-TX36-26-D,Will Democratic win the House race for TX-36? — Democratic party,7.0,99.0,0x2839b15be9dd5fddc59a90290f146471a78b6a31cf6b4894aedf6a4f6ee32e24,Will the Democratic Party win the TX-36 House seat?,12.0,88.0,2,true_match,0.0089,0.0208,0.9703
0.9347,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-TN01-26-D,Will Democratic win the House race for TN-01? — Democratic party,3.0,,0xea3dac5824f4150743410ef4fd37797fdff866a2404eaa363a473b4425ff6db3,Will the Democratic Party win the TN-01 House seat?,8.0,92.0,2,true_match,0.0206,0.0176,0.9619
0.9347,5.0,NO on Kalshi @ 57.0¢  +  YES on Polymarket @ 38.0¢,KXHOUSERACE-FL09-26-D,Will Democratic win the House race for FL-09? — Democratic party,50.0,57.0,0xd0f009dd6d9c8b46db418c5b44af2566cdb7de8274685ca4f8dea3231b75900f,Will the Democratic Party win the FL-09 House seat?,38.0,62.0,2,true_match,0.0031,0.0087,0.9883
0.9345,5.0,NO on Kalshi @ 2.0¢  +  YES on Polymarket @ 93.0¢,KXHOUSERACE-CA17-26-D,Will Democratic win the House race for CA-17? — Democratic party,,2.0,0xe48ec558426e04ba3645d3c74d4324a4b6eb2415e05d86d65c3181cb16184e73,Will the Democratic Party win the CA-17 House seat?,93.0,7.000000000000001,2,true_match,0.0152,0.1078,0.877
0.9335,5.0,NO on Kalshi @ 17.0¢  +  YES on Polymarket @ 78.0¢,KXFIELDS-26-HWAN,Who will win the Fields Medal in 2026? — Hong Wang,89.0,17.0,0xd74fcb17049c77b2e4312931de0c8d6c06ca28e23645cfd19772a142a92c88fe,Will Hong Wang win the 2026 Fields Medal?,78.0,22.0,2,true_match,0.0115,0.0723,0.9163
0.9331,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-KS01-26-D,Will Democratic win the House race for KS-01? — Democratic party,4.0,,0x46b1d3c72e2994985cac831ee9ffded8cd328c0e41a8877ab58f0ba6de15d956,Will the Democratic Party win the KS-01 House seat?,9.0,91.0,2,true_match,0.0216,0.019,0.9594
0.9314,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-MS01-26-D,Will Democratic win the House race for MS-01? — Democratic party,4.0,,0x48192768012001a3f44fbe3b68c935739f205dd53c5f5f0e4b4d755d4da45114,Will the Democratic Party win the MS-01 House seat?,9.0,91.0,2,true_match,0.0216,0.0181,0.9603
0.9271,5.0,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 86.0¢,KXHOUSERACE-TX04-26-D,Will Democratic win the House race for TX-04? — Democratic party,9.0,98.0,0x369d012dcaaee5779d4f91d3dcc31a1e1ff1239212214e5db7ba5f791538382f,Will the Democratic Party win the TX-04 House seat?,14.000000000000002,86.0,2,true_match,0.0062,0.0108,0.9831
0.9266,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-MS04-26-D,Will Democratic win the House race for MS-04? — Democratic party,4.0,,0x7e6054ad2c78fa6473cee225a54d1046d7ba2f6909615d55cfd0df2e8510af17,Will the Democratic Party win the MS-04 House seat?,9.0,91.0,2,true_match,0.0216,0.0171,0.9613
0.9263,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-MI05-26-D,Will Democratic win the House race for MI-05? — Democratic party,4.0,,0x32f938c7df87ecae23adb63edc6e4e594b416859308870ab88b388eb58c2cb79,Will the Democratic Party win the MI-05 House seat?,9.0,91.0,2,true_match,0.0216,0.0171,0.9613
0.9258,5.0,NO on Kalshi @ 75.0¢  +  YES on Polymarket @ 20.0¢,KXTRUMPPARDON-27JAN01-KROD,"Will Keonne Rodriguez receive a presidential pardon before Jan 1, 2027? — Keonne Rodriguez",30.0,75.0,0x54701be7ec2f8ae91308ef7ca1e28720f74664e3d3dc446ceef76e86a785e579,Will Trump pardon Keonne Rodriguez before 2027?,20.0,80.0,2,true_match,0.1528,0.3957,0.4515
0.9236,5.0,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.0¢,KXHOUSERACE-OR02-26-D,Will Democratic win the House race for OR-02? — Democratic party,3.0,,0x1743f4a70735fc0d7757cbe120edabf6b2f1ea7e31b4e625e274d95a29037293,Will the Democratic Party win the OR-02 House seat?,8.0,92.0,2,true_match,0.024,0.0156,0.9604
0.9225,5.0,YES on Kalshi @ 55.0¢  +  NO on Polymarket @ 40.0¢,HOUSEMI10-26-D,Will Democratic win the House race for MI-10? — Democratic party,55.0,46.0,0x9d54f82ccce95184f18f3a46dcbab3ce637fbb92a604a15ff74cefdf0b1eb38e,Will the Democratic Party win the MI-10 House seat?,60.0,40.0,2,true_match,0.0068,0.0336,0.9596
0.9173,5.0,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 93.0¢,KXGOVOKNOMR-26-MPIN,Wil Matt Pinnell be the Republican nominee for Governor in Oklahoma? — Matt Pinnell,2.0,,0xb0addefded513cbf48c17c527c22758b17c6f341a312e590b73c5f4efd9140ac,Will Matt Pinnell be the Republican nominee for Senate in Oklahoma?,7.000000000000001,93.0,2,true_match,0.1164,0.2399,0.6437
0.9121,5.0,YES on Kalshi @ 15.0¢  +  NO on Polymarket @ 80.0¢,KXTRDBAN-25DEC31-27,"Will a Congressional stock trading ban become law by December 31, 2026? — Before 2027",15.0,87.0,0x5a7b2487e9aa2d1128c556e49f73495613ec982c41e3a52514b3fb7672812982,US congress stock trading ban before 2027?,20.0,80.0,2,true_match,0.2722,0.3067,0.4211
0.9081,5.0,NO on Kalshi @ 23.0¢  +  YES on Polymarket @ 72.0¢,HOUSENY3-26-D,Will a Democrat win the House race for NY-3? — Democratic party,84.0,23.0,0xd7e7300ecc03a88948a89186d7f06b1000750a7f4a0778e40566d50af9ef3147,Will the Democratic Party win the NY-03 House seat?,72.0,28.000000000000004,2,true_match,0.0509,0.0308,0.9183
0.9075,5.0,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.0¢,KXHOUSERACE-IN04-26-D,Will Democratic win the House race for IN-04? — Democratic party,4.0,,0xfe138e62733b3c4e13060713acd855dd9457e62bc07d77be4d2fa3acfc519e5e,Will the Democratic Party win the IN-04 House seat?,9.0,91.0,2,true_match,0.0256,0.0124,0.962
0.9038,5.0,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 45.0¢,KXTAYLORSWIFTWEDDINGATTEND-28DEC31-BLA,Will Blake Lively attend Taylor Swift and Travis Kelce's Wedding? — Blake Lively,51.0,50.0,0xf56889493e2ee9071728078056562341c63793a9cffe4852352a236b8642f26b,Will Blake Lively attend Taylor Swift's wedding?,45.0,55.00000000000001,2,true_match,0.0075,0.0189,0.9736
0.8992,5.0,NO on Kalshi @ 23.0¢  +  YES on Polymarket @ 72.0¢,KXOSCARCOUNT-26-FRA-3,How many awards will Frankenstein win at the Oscars? — Exactly 3,80.0,23.0,0xc3b0677f12de966297fb2a879522042addba39552f618afc04263c3a5aa757a6,"Will ""Frankenstein"" win exactly 3 awards at the Oscars?",72.0,28.000000000000004,2,true_match,0.0216,0.0401,0.9383
0.8941,5.0,YES on Kalshi @ 9.0¢  +  NO on Polymarket @ 86.0¢,KXNFLAFCCHAMP-27-JAC,Will Jacksonville win the Pro Football AFC Championship? — Jacksonville,9.0,92.0,0xf5605b5aa5012ca1d3b51231ae9cb8a77de5a346ff00809be44612f95d68e476,Will Jacksonville Jaguars win the 2027 NFL AFC Championship?,14.000000000000002,86.0,2,true_match,0.0453,0.0174,0.9372
0.8839,5.0,NO on Kalshi @ 69.0¢  +  YES on Polymarket @ 26.0¢,KXNBAREB-26MAR09NYKLAC-LACBMATHURIN9-6,Bennedict Mathurin: 6+ rebounds — Bennedict Mathurin: 6+,43.0,69.0,0x987f6d9f51d43e8f9c14fa8d25fb895dbe868d691a3a25835128fc65196313d8,Bennedict Mathurin: Rebounds O/U 5.5,26.0,74.0,2,true_match,0.0565,0.2521,0.6914
0.883,5.0,NO on Kalshi @ 77.0¢  +  YES on Polymarket @ 18.0¢,KXNCAAMBHOR-26-NKU,Will Northern Kentucky be the Horizon League tournament champions? — Northern Kentucky,25.0,77.0,0xada2591f3a656136fa85efb0e9be1fbb52660fb8071af1991e42747a0dce0cd2,Will Northern Kentucky win the 2026 Horizon conference championship?,18.0,82.0,2,true_match,0.0687,0.0743,0.857
0.8819,5.0,YES on Kalshi @ 45.0¢  +  NO on Polymarket @ 50.0¢,KXARGPREMDIVGAME-26MAR06VELNOB-NOB,Velez Sarsfield vs Newell's Old Boys Winner? — Newell's Old Boys,45.0,89.0,0xbb26dcacc11661005c9618ced1df110fdbdc4d08ff0f87f1b26f412df7b60a9c,CA Vélez Sarsfield vs. CA Newell's Old Boys: O/U 2.5,50.0,50.0,2,true_match,0.3092,0.072,0.6188
0.8784,5.0,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 81.0¢,KXNFLAFCCHAMP-27-BAL,Will Baltimore win the Pro Football AFC Championship? — Baltimore,14.0,87.0,0xf56c3543401052711ed407ec692c414e3ccde973a1195cf7274f71d1981c9242,Will Baltimore Ravens win the 2027 NFL AFC Championship?,19.0,81.0,2,true_match,0.0173,0.0137,0.969
0.856,5.0,YES on Kalshi @ 38.0¢  +  NO on Polymarket @ 57.0¢,KXLOLGAME-26MAR09MEBIG-BIG,Will Berlin International Gaming win the Misa Esports vs. Berlin International Gaming League of Legends match? — Berlin International Gaming,38.0,65.0,0x3bf3ae93620cca60b862a48dd5a5eea8a4bd4dc2c98594cd1d1b3836d865a89d,LoL: Berlin International Gaming vs Misa Esports - Game 1 Winner,43.0,56.99999999999999,2,true_match,0.2926,0.0236,0.6838
0.8526,5.0,NO on Kalshi @ 52.0¢  +  YES on Polymarket @ 43.0¢,SENATEOHS-26-D,Will Democratics win the Senate race in Ohio? — Democratic party,49.0,52.0,0x968a1a79e001d49fa3ee1429e3b95eb01797587740f86d4e6becf3ab1b275bfb,Will the Democrats win the Ohio Senate race in 2026?,43.0,56.99999999999999,2,true_match,0.0907,0.0568,0.8525
0.8516,5.0,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 58.0¢,KXNCAAFPLAYOFF-26-TULN,Will Tulane qualify for the College Football Playoffs? — Tulane,37.0,97.0,0x12859cd9932ccc03383dc6da64855cff885be94b3fe040c761934d41f2afe30a,Will Tulane win the 2026 American conference championship?,42.0,57.99999999999999,2,true_match,0.3738,0.0992,0.527
0.8514,5.0,NO on Kalshi @ 66.0¢  +  YES on Polymarket @ 29.0¢,KXNFLNFCNORTH-27-DET,Will Detroit win the Pro Football NFC North Division? — Detroit,38.0,66.0,0x4f9a05553110a4b9836ebbd0302bee725394f8fb14be8574b099280ffbcbe0cb,Will Detroit Lions win the 2026 NFC North?,28.999999999999996,71.0,2,true_match,0.2227,0.0777,0.6996
0.8829,4.95,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 94.0¢,KXBACHELORETTE-27JAN01-MAT,Will Matt win The Bachelorette Season 22? — Matt,1.0,,0x41926ffc646ce88596c03f7c89c21e53db51769611dd161a8074b06577c9ea76,Will Matt Carroll win The Bachelorette Season 22?,5.949999999999999,94.05,2,true_match,0.0927,0.0868,0.8205
0.9007,4.9,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.1¢,KXMLSCUP-26-NYC,Will New York City win the MLS Cup? — New York City,4.0,97.0,0xda7193e2495d3a9a68c31665d23f516bda7ddc8fe18a81f7dc56798873610236,Will New York City FC win the 2026 MLS Cup?,8.9,91.1,2,true_match,0.0088,0.0071,0.9842
0.8609,4.85,NO on Kalshi @ 85.0¢  +  YES on Polymarket @ 10.2¢,KXGA14R-26-CMOO,Will Colton Moore be the Republican nominee for GA-14? — Colton Moore,22.0,85.0,0x588ceb1594d10280d86e0f868e2b6ad0721a5160b520e7d42479bbec836140dc,Will Colton Moore win the GA-14 special election?,10.15,89.85,2,true_match,0.206,0.0891,0.705
0.8504,4.85,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 1.1¢,KX2028DRUN-28-MOBA,Who will run for the Democratic presidential nomination in 2028? — Michelle Obama,9.0,94.0,0x3e218c99a1335641b3a5ee6c887521d19b0c28fddd6b99c254a07968e35c0b1b,Will Michelle Obama win the 2028 Democratic presidential nomination?,1.15,98.85,2,true_match,0.2627,0.1384,0.5989
0.8807,4.8,NO on Kalshi @ 94.0¢  +  YES on Polymarket @ 1.2¢,KXWCGROUPQUAL-26C-HTI,Will Haiti qualify from World Cup Group C? — Haiti,12.0,94.0,0x136dc2e22f0945bf14a2cddbdea0ad922b6b39a7d33784e1201fc37695606f29,Will Haiti win Group C in the 2026 FIFA World Cup?,1.2,98.8,2,true_match,0.249,0.365,0.3859
0.9169,4.75,NO on Kalshi @ 89.0¢  +  YES on Polymarket @ 6.2¢,KXF1CONSTRUCTORS-26-RED,Will Red Bull Racing win the F1 Constructors Championship? — Red Bull Racing,12.0,89.0,0xe0342431765701abd4d9b25c1a205852a6f8df0324aeb9e7d7f58faced483881,Will Red Bull Racing be the 2026 F1 Constructors' Champion?,6.25,93.75,2,true_match,0.2173,0.2419,0.5408
0.8357,4.75,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 94.2¢,KXNFLAFCCHAMP-27-NYJ,Will New York J win the Pro Football AFC Championship? — New York J,1.0,,0x2415ba7a5048f2a50efe5d1249769b1f674f0b0bc7fca13332825014a47812aa,Will New York Jets win the 2027 NFL AFC Championship?,5.75,94.25,2,true_match,0.333,0.0335,0.6335
0.8462,4.6,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.4¢,KXMLBNLMVP-26-BHAR,Will Bryce Harper win NL MVP? — Bryce Harper,3.0,98.0,0x4cc0f894a2dcec0800bddec43a13b64ec7b6d7df6a74b28a5107756cf08a388f,Will Bryce Harper win the 2026 National League MVP Award?,7.6,92.4,2,true_match,0.2342,0.0216,0.7441
0.8559,4.55,NO on Kalshi @ 86.0¢  +  YES on Polymarket @ 9.4¢,KXOSCARCASTING-26-ONE,Will One Battle after Another win Casting at the Oscars? — One Battle after Another,18.0,86.0,0xfafcea3de732a21b5cb4a5c68e9f342effd6fa7f039caca4bf03415283fbe246,"Will ""One Battle After Another"" win exactly 4 awards at the Oscars?",9.45,90.55,2,true_match,0.0448,0.0897,0.8655
0.9723,4.5,YES on Kalshi @ 56.0¢  +  NO on Polymarket @ 39.5¢,KXSENATEOKR-26-KHER,Will Kevin Hern be the Republican nominee for the Senate in Oklahoma? — Kevin Hern,56.0,45.0,0xe3cb2859934ee2fde166693fb9e89f22bdc0316c00dd5abc85e7ee0a53c9b071,Will Kevin Hern be the Republican nominee for Senate in Oklahoma?,60.5,39.5,2,true_match,0.004,0.0216,0.9743
0.9652,4.5,NO on Kalshi @ 20.0¢  +  YES on Polymarket @ 75.5¢,KXTX33D-26-CALL,Will Colin Allred be the Democratic nominee for TX-33? — Colin Allred,83.0,20.0,0x384fd558c87baa2b1c1f7aea7402b7e3a86e83a3d51d5bca61e4e9cad4eee5be,Will Colin Allred be the Democratic nominee for TX-33?,75.5,24.5,2,true_match,0.007,0.0772,0.9158
0.9649,4.5,YES on Kalshi @ 16.0¢  +  NO on Polymarket @ 79.5¢,KXILPRIMARY-02D26-RPET,Will Robert Peters be the Democratic nominee for IL-02? — Robert Peters,16.0,85.0,0xfc7329b7f987d110fd46ab4f570720c193fb7f6a8838708c1814ac326d7a5bf7,Will Robert Peters be the Democratic Nominee for IL-02?,20.5,79.5,2,true_match,0.0031,0.0248,0.9721
0.9555,4.5,NO on Kalshi @ 50.0¢  +  YES on Polymarket @ 45.5¢,KXBRPRES-26-LULA,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election? — Luiz Inácio Lula da Silva,52.0,50.0,0xdf8e2dc5860027decbe6164555c3c1c9645c3bd33e16b9dc57ca87125047d4a8,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,45.5,54.50000000000001,2,true_match,0.0143,0.0137,0.972
0.9515,4.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.5¢,KXHOUSERACE-MA08-26-R,Will Republican win the House race for MA-08? — Republican party,3.0,,0xe364ddeca0a9272200e33e6f0f002f92159d4b02fd3f3d40f2b4eac898c656f9,Will the Republican Party win the MA-08 House seat?,7.5,92.5,2,true_match,0.0147,0.0127,0.9726
0.949,4.5,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 92.5¢,KXHOUSERACE-VTAL-26-R,Will Republican win the House race for VT-AL? — Republican party,3.0,,0x476416ab954fea68536a48ead02924c6d91da63e12e3af095775669f85c8abd9,Will the Republican Party win the VT-AL House seat?,7.5,92.5,2,true_match,0.0142,0.0158,0.97
0.949,4.5,NO on Kalshi @ 11.0¢  +  YES on Polymarket @ 84.5¢,KXHOUSERACE-FL08-26-R,Will Republican win the House race for FL-08? — Republican party,96.0,11.0,0x7718f92beb2d11047f978aa9a04c509221dfa3620556be3ef463ca9376d27347,Will the Republican Party win the FL-08 House seat?,84.5,15.5,2,true_match,0.0182,0.0729,0.9088
0.9489,4.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.5¢,KXHOUSERACE-VA04-26-R,Will Republican win the House race for VA-04? — Republican party,4.0,,0x356d92a8c40e3033cca07ffca41c9628bdf6d509796c3f3060c87590934e2be4,Will the Republican Party win the VA-04 House seat?,8.5,91.5,2,true_match,0.0135,0.0121,0.9744
0.9483,4.5,NO on Kalshi @ 12.0¢  +  YES on Polymarket @ 83.5¢,KXHOUSERACE-FL21-26-R,Will Republican win the House race for FL-21? — Republican party,95.0,12.0,0xe51a27553dbbb2d411964180dbb904650fbed5533f29a3c6814c4070f29cefd3,Will the Republican Party win the FL-21 House seat?,83.5,16.5,2,true_match,0.0175,0.0648,0.9177
0.9482,4.5,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 91.5¢,KXHOUSERACE-MA01-26-R,Will Republican win the House race for MA-01? — Republican party,4.0,,0xf4ed26f9519d2ea18c200125a7384bab0f159184a4f641fa010867d71f64d5f5,Will the Republican Party win the MA-01 House seat?,8.5,91.5,2,true_match,0.0135,0.0121,0.9744
