similarity,edge_cents,strategy,kalshi_id,kalshi_label,kalshi_yes,kalshi_no,poly_id,poly_label,poly_yes,poly_no
0.8375,18.00,NO on Kalshi @ 24.0¢  +  YES on Polymarket @ 58.0¢,KXLIGUE1TOTAL-26MAR14ASMSTB-1,Stade Brest at Monaco: Totals — Over 1.5 goals scored,85.0,24.0,0xb40f1c003f20099205b920197622b0d1f9a17d8c3b8527b69effe3f51ae69ee9,AS Monaco FC vs. Stade Brestois 29: Both Teams to Score,57.99999999999999,42.0
0.8363,18.00,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 54.0¢,KXEFLCHAMPIONSHIPGAME-26MAR10STKIPS-TIE,Stoke vs Ipswich Winner? — Tie,28.0,75.0,0x1b41431c3864b7870fadb14b9f504072d77b39a520ac7aa62ac833f1d3cc83f0,Stoke City FC vs. Ipswich Town FC: O/U 2.5,46.0,54.0
0.8363,18.00,YES on Kalshi @ 33.0¢  +  NO on Polymarket @ 49.0¢,KXUELGAME-26MAR12LILAVL-LIL,Lille vs Aston Villa Winner? — Lille,33.0,71.0,0x379d7e7aea11da953f39f1859cf245d3a542953698f5e9baf801dffc791b3e03,Aston Villa FC vs. Lille OSC: Both Teams to Score,51.0,49.0
0.8348,18.00,NO on Kalshi @ 54.0¢  +  YES on Polymarket @ 28.0¢,KX10SONG-26-SZA,Will SZA have a top 10 song this year? — SZA,60.0,54.0,0xadbe6199f41cbf1881e3cd21d517067f9d1ed12e6e62b003184b7ef3c5d3e7ff,Will SZA have a #1 song on the Billboard Hot 100 in 2026?,28.000000000000004,72.0
0.8276,18.00,NO on Kalshi @ 32.0¢  +  YES on Polymarket @ 50.0¢,KXBUNDESLIGATOTAL-26MAR15SCFUNI-1,Union Berlin at Freiburg: Totals — Over 1.5 goals scored,69.0,32.0,0x403f886405db6f16768659d05b69dc1d0adb31af903b14cfe91d9478de6e625a,SC Freiburg vs. 1. FC Union Berlin: Both Teams to Score,50.0,50.0
0.8257,18.00,NO on Kalshi @ 74.0¢  +  YES on Polymarket @ 8.0¢,SENATEPA-28-R,Will Republicans win the Senate race in Pennsylvania? — Republican party,30.0,74.0,0x4c6666ade7c81774aadf7ce8a47e014830f39634e10c606db548b2ddb52c8a97,Will the Republican Party win the PA-04 House seat?,8.0,92.0
0.8208,18.00,YES on Kalshi @ 28.0¢  +  NO on Polymarket @ 54.0¢,KXEFLCHAMPIONSHIPGAME-26MAR10MILDER-TIE,Millwall vs Derby Winner? — Tie,28.0,73.0,0x50f1d6f7c54a0407c4a1dd37c35a68b58fa287c58e5bd52f7c716dffc46025be,Millwall FC vs. Derby County FC: O/U 2.5,46.0,54.0
0.8524,17.95,NO on Kalshi @ 80.0¢  +  YES on Polymarket @ 2.1¢,KXMARMAD-26-MICH,Will Michigan win the College Basketball National Championship? — Michigan,22.0,80.0,0xedffa92c5118c91718066835df3911cac4817351162a4e0b1f6ccc64179d6f46,Will Michigan State win the 2026 NCAA Tournament?,2.0500000000000003,97.95
0.8248,17.90,NO on Kalshi @ 71.0¢  +  YES on Polymarket @ 11.1¢,KXMARMADROUND-26T2-ARIZ,Will Arizona qualify for the Men's March Madness Championship Game? — Arizona,31.0,71.0,0x98aa2f28e0610fa97d787c6e9875e37160cec1f4219dbdf86a3111616e8b700d,Will Arizona win the 2026 NCAA Tournament?,11.1,88.9
0.8627,17.80,NO on Kalshi @ 76.0¢  +  YES on Polymarket @ 6.2¢,KXVISITNYC-26JUN01-BNETNYC,"Will Benjamin Netanyahu visit New York City before Jun 1, 2026? — Benjamin Netanyahu",29.0,76.0,0xc3632fbdb441c3488ec37871f4858f0fa1c770871ee451b847eb5afc05b63f16,Will Netanyahu visit NYC by March 31?,6.2,93.8
0.8636,17.75,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 1.2¢,KX2028RRUN-28-MGAE,Who will run for the Republican presidential nomination in 2028? — Matt Gaetz,22.0,81.0,0xf2cea45ec282af4f302d2ab85ede73678cd692ebf8c3ab6d52bfa5e19f44c553,Will Matt Gaetz win the 2028 Republican presidential nomination?,1.25,98.75
0.9637,17.50,YES on Kalshi @ 18.0¢  +  NO on Polymarket @ 64.5¢,KXSTEFONDIGGSCARDIB-26,Will Cardi B and Stefon Diggs be engaged in 2026? — Before 2027,18.0,89.0,0xdb42bb65168f8e0d231c328be1ec0646df09630331631ac92afbaf30a4845d8f,Will Cardi B and Stefon Diggs get engaged in 2026?,35.5,64.5
0.9434,17.50,YES on Kalshi @ 4.0¢  +  NO on Polymarket @ 78.5¢,KXVISITVENEZUELA-26MAY01-LFIN,"Will Larry Fink visit Venezuela before May 1, 2026? — Larry Fink",4.0,99.0,0x6e642ca20525aca87c1dd7995fdb432e8c0c449495aab23b682b578452af9ee4,"Will Larry Fink visit Venezuela by March 31, 2026?",21.5,78.5
0.9431,17.50,YES on Kalshi @ 58.0¢  +  NO on Polymarket @ 24.5¢,KXALBUMRELEASE-26-TAY,Will Taylor Swift release a new album in 2026? — Taylor Swift,58.0,48.0,0x39735fe1c56e0ce30bddd9622ff58d55454a1413814dedd5a87901b7fdd59e1e,Will Taylor Swift release a new song in 2026?,75.5,24.5
0.9159,17.50,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 76.5¢,KXOSCARCOUNT-26-2,How many awards will Sinners win at the Oscars? — Exactly 2,6.0,95.0,0xc8af24566089a5b7263bc5dfcbfe29b136a02cc08c0d93ca6b56a21689dcc33b,"Will ""Sinners"" win 3 or fewer awards at the Oscars?",23.5,76.5
0.9054,17.50,NO on Kalshi @ 46.0¢  +  YES on Polymarket @ 36.5¢,HOUSEMT1-26-R,Will Republican win the House race for MT-1? — Republican party,59.0,46.0,0xf207d480dde3add509a4b1a355d4f3b06195f917de37ff94f7814d9277df0cdd,Will the Republican Party win the MT-01 House seat?,36.5,63.5
0.8694,17.50,NO on Kalshi @ 5.0¢  +  YES on Polymarket @ 77.5¢,KXWCGROUPQUAL-26C-BRA,Will Brazil qualify from World Cup Group C? — Brazil,98.0,5.0,0x33ec07ceef529f87a3a070e06d5f9b6df9d3e4e6713faec26d9510786f7cd6be,Will Brazil win Group C in the 2026 FIFA World Cup?,77.5,22.5
0.8580,17.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 81.5¢,KXPREMIERLEAGUE-26-WHU,Will West Ham win the English Premier League? — West Ham,1.0,,0x6f174d1d16786a500c2e35e53709dc0772d539988ae627c11f3a00c44a45eb68,Will West Ham United FC win on 2026-03-14?,18.5,81.5
0.8547,17.50,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 75.5¢,KXECONSTATU3-26OCT-T5.4,Unemployment rate in Oct 2026? — Exactly 5.4%,7.0,,0x220f52561358dac152990b5674e447a4a2297528083ebd011138963d95daec74,Will the March 2026 unemployment rate be 4.5%?,24.5,75.5
0.8517,17.50,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 75.5¢,KXECONSTATU3-26NOV-T5.4,Unemployment rate in Nov 2026? — Exactly 5.4%,7.0,,0x220f52561358dac152990b5674e447a4a2297528083ebd011138963d95daec74,Will the March 2026 unemployment rate be 4.5%?,24.5,75.5
0.8485,17.50,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 75.5¢,KXECONSTATU3-26JUN-T5.1,Unemployment rate in Jun 2026? — Exactly 5.1%,7.0,,0x220f52561358dac152990b5674e447a4a2297528083ebd011138963d95daec74,Will the March 2026 unemployment rate be 4.5%?,24.5,75.5
0.8452,17.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 81.5¢,KXNHLCENTRAL-26-NSH,Will Nashville Predators win the NHL Central Division? — Nashville Predators,1.0,,0x49e32d4ef5a15a675098f7b57726da3b1f44e19e92ec98535ade06fe64024d5b,Will the Nashville Predators make the NHL Playoffs?,18.5,81.5
0.8385,17.50,YES on Kalshi @ 72.0¢  +  NO on Polymarket @ 10.5¢,KXBTCD-26MAR0917-T66999.99,"Bitcoin price  on Mar 9, 2026? — $67,000 or above",72.0,31.0,0x1e9868469a6c2205d1935b5313a993a60015908763a17248098a43bc4ac25d16,"Will the price of Bitcoin be above $66,000 on March 9?",89.5,10.5
0.8241,17.50,YES on Kalshi @ 35.0¢  +  NO on Polymarket @ 47.5¢,KXEPLGAME-26MAR20BOUMUN-BOU,Bournemouth vs Manchester United Winner? — Bournemouth,35.0,71.0,0x81a3d849b4c777bf532333b209de85605f27b80d8581b6b1260187a57b758c02,AFC Bournemouth vs. Manchester United FC: Both Teams to Score,52.5,47.5
0.8966,17.40,NO on Kalshi @ 73.0¢  +  YES on Polymarket @ 9.6¢,KXFED-26JUL-T3.75,"Will the upper bound of the federal funds rate be above 3.75% following the Fed's Jul 29, 2026 meeting? — Above 3.75%",34.0,73.0,0xf88da08f18b2026d986d67508141ec7c13614d87a6ff0f5315edfce4df643165,Will the upper bound of the target federal funds rate be 3.75% at the end of 2026?,9.6,90.4
0.8679,17.40,NO on Kalshi @ 73.0¢  +  YES on Polymarket @ 9.6¢,KXFED-26SEP-T3.50,"Will the upper bound of the federal funds rate be above 3.50% following the Fed's Sep 16, 2026 meeting? — Above 3.50%",29.0,73.0,0xf88da08f18b2026d986d67508141ec7c13614d87a6ff0f5315edfce4df643165,Will the upper bound of the target federal funds rate be 3.75% at the end of 2026?,9.6,90.4
0.8227,17.35,NO on Kalshi @ 32.0¢  +  YES on Polymarket @ 50.6¢,KXNHLADAMS-26-LRUF,Who will win Jack Adams Award? — Lindy Ruff,81.0,32.0,0x4402736dd4b854aa8bc3140185bb9f090f18b292b94cc4f06147b7f31d710f9f,Will Lindy Ruff win the 2025–2026 NHL Jack Adams Award?,50.64999999999999,49.35
0.8735,17.30,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 1.7¢,KXSOLMAXY-27JAN01-190,"Will the spot price of Solana be above $190.00 before Jan 1, 2027 at 12:00 AM ET? — Above $190.00",23.0,81.0,0xcb6b45d63b9a2247460733b6755e9bb91063aaee4c15269df1caee1a04a82c89,Will the price of Solana be above $130 on March 12?,1.7000000000000002,98.3
0.8229,17.30,YES on Kalshi @ 79.0¢  +  NO on Polymarket @ 3.7¢,KXALBUMRELEASE-26-TRA,Will Travis Scott release a new album in 2026? — Travis Scott,79.0,27.0,0xb17bcd0d25be6ea8882a3ef1d59680441a149cbe9f1bcab63c0b1349fabcb8eb,Will Drake release an album in 2026?,96.3,3.6999999999999997
0.8653,17.20,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 81.8¢,KXARCTICICEMAX-26APR01-T15.2,"Will the extent of the arctic sea ice be above 15.2 million square km between December 18, 2025 and April 01, 2026? — Above 15.2 million sq km",1.0,,0x08fd1649340d10dc0b375551a94417ed7d2f725cd35da61660d94b6278158126,Will the maximum Arctic sea ice extent this winter be between 14.8m & 15m square kilometers?,18.2,81.8
0.9481,17.00,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 80.0¢,KXVISITVENEZUELA-26MAY01-JDIM,"Will Jamie Dimon visit Venezuela before May 1, 2026? — Jamie Dimon",3.0,99.0,0x40f6bd8e87e11a6a821aebacb766c62263772e5cac65f0815563fe27f322c76c,"Will Jamie Dimon visit Venezuela by March 31, 2026?",20.0,80.0
0.9346,17.00,YES on Kalshi @ 26.0¢  +  NO on Polymarket @ 57.0¢,HOUSEFL13-26-D,Will Democratic win the House race for FL-13? — Democratic party,26.0,81.0,0x89e54c86f437d7696d9789c5ff901dd5f3b35a5594f5aadf27af50bc6d2ca50e,Will the Democratic Party win the FL-13 House seat?,43.0,56.99999999999999
0.9180,17.00,YES on Kalshi @ 6.0¢  +  NO on Polymarket @ 77.0¢,KXKELCERETIRE-26,Will Travis Kelce announce his retirement before the 2026-27 regular season? — Yes,6.0,96.0,0x5d987aca8d5ed8dba661e10fea380b5b4ce9633a7f7112c7ee2667612675470a,Will Travis Kelce retire before next season?,23.0,77.0
0.8719,17.00,YES on Kalshi @ 14.0¢  +  NO on Polymarket @ 69.0¢,KXNBAPTS-26MAR09NYKLAC-NYKJBRUNSON11-35,Jalen Brunson: 35+ points — Jalen Brunson: 35+,14.0,,0x097a59373c4ac7a257c42bff8d6fe6c2f2bba3e60444ab8aa219e9dcc6d0eb85,Jalen Brunson: Points O/U 24.5,31.0,69.0
0.8681,17.00,YES on Kalshi @ 25.0¢  +  NO on Polymarket @ 58.0¢,KXEGYPLGAME-26MAR11ENPZAM-ENP,Enppi vs Zamalek Winner? — Enppi,25.0,82.0,0x2115d5c0ac03d6e92a04ea6b6c52b9451ec389a3c22c9360417615c0245219a4,ENPPI vs. Zamalek SC: Both Teams to Score,42.0,57.99999999999999
0.8531,17.00,YES on Kalshi @ 31.0¢  +  NO on Polymarket @ 52.0¢,KXLALIGAGAME-26MAR14OVIVCF-TIE,Oviedo vs Valencia Winner? — Tie,31.0,71.0,0xa5b152865e8865ed7519220fab103c2b1ed70f7657b7f3c27204b5ea2c38f7ef,Real Oviedo vs. Valencia CF: Both Teams to Score,48.0,52.0
0.8526,17.00,YES on Kalshi @ 32.0¢  +  NO on Polymarket @ 51.0¢,KXUELGAME-26MAR12PANRBB-TIE,Panathinaikos vs Real Betis Winner? — Tie,32.0,74.0,0x5358a63838164a6a73929aabcc9ca4d7a28f9258733631697e575c64e793cf69,Panathinaikós AO vs. Real Betis Balompié: Both Teams to Score,49.0,51.0
0.8476,17.00,YES on Kalshi @ 43.0¢  +  NO on Polymarket @ 40.0¢,KXNBAREB-26MAR09NYKLAC-NYKKTOWNS32-14,Karl-Anthony Towns: 14+ rebounds — Karl-Anthony Towns: 14+,43.0,80.0,0x1180b72d18ee4f154c003cbdbc340fd936152bfc23ec6f0662530d9160b9cf60,Karl-Anthony Towns: Rebounds O/U 11.5,60.0,40.0
0.8440,17.00,YES on Kalshi @ 58.0¢  +  NO on Polymarket @ 25.0¢,KXLIPATURNERLOCATION-30-UK,Where will Dua Lipa and Callum Turner’s wedding occur? — United Kingdom,58.0,51.0,0x0b27e553659839fc6361cb3384dbfe82014807de83f7ac0e588737de28ac1db6,Will Dua Lipa and Callum Turner get married by December 31?,75.0,25.0
0.8378,17.00,YES on Kalshi @ 32.0¢  +  NO on Polymarket @ 51.0¢,KXEFLCHAMPIONSHIPGAME-26MAR10LEIBRC-BRC,Leicester vs Bristol City Winner? — Bristol City,32.0,70.0,0x7a2c0562960e56914385e2ad135148a6c60d0ccadae03f3e3cdc83ad2e41d086,Leicester City FC vs. Bristol City FC: O/U 2.5,49.0,51.0
0.8372,17.00,YES on Kalshi @ 26.0¢  +  NO on Polymarket @ 57.0¢,KXLIGUE1GAME-26MAR15FCMTFC-FCM,Metz vs Toulouse Winner? — Metz,26.0,78.0,0x8f3fbf42f6dc80312bb576b8311ef56ee53cb15e8de11e21320b22d31f2ae9a2,FC Metz vs. Toulouse FC: O/U 2.5,43.0,56.99999999999999
0.8360,17.00,YES on Kalshi @ 39.0¢  +  NO on Polymarket @ 44.0¢,KXEFLCHAMPIONSHIPGAME-26MAR11WBASOU-SOU,West Bromwich vs Southampton Winner? — Southampton,39.0,67.0,0x268ff9eb0fe83c4d4de597a9609d5cdf7ccce006d8b48a865f522fb778267391,West Bromwich Albion FC vs. Southampton FC: Both Teams to Score,56.00000000000001,44.0
0.8357,17.00,NO on Kalshi @ 37.0¢  +  YES on Polymarket @ 46.0¢,KXBRASILEIROGAME-26MAR11FLACRU-FLA,Flamengo vs Cruzeiro Winner? — Flamengo,66.0,37.0,0x45c262957fd7f6d14ab481e83dd8baf590bfeecdc7d7c51b7772a681a5d519f7,CR Flamengo vs. Cruzeiro EC: Both Teams to Score,46.0,54.0
0.8346,17.00,NO on Kalshi @ 40.0¢  +  YES on Polymarket @ 43.0¢,KXLOLGAME-26MAR09MEBIG-ME,Will Misa Esports win the Misa Esports vs. Berlin International Gaming League of Legends match? — Misa Esports,63.0,40.0,0x3bf3ae93620cca60b862a48dd5a5eea8a4bd4dc2c98594cd1d1b3836d865a89d,LoL: Berlin International Gaming vs Misa Esports - Game 1 Winner,43.0,56.99999999999999
0.8317,17.00,NO on Kalshi @ 26.0¢  +  YES on Polymarket @ 57.0¢,KXMLSTOTAL-26MAR14DALSD-1,San Diego FC at Dallas: Totals — Over 1.5 goals scored,84.0,26.0,0xe68a5bd0fc17780a9d504255d83b6d5de5c0874e74d2d520d0af781d2f3d5626,FC Dallas vs. San Diego FC: Both Teams to Score,56.99999999999999,43.0
0.8272,17.00,NO on Kalshi @ 32.0¢  +  YES on Polymarket @ 51.0¢,KXUCLGAME-26MAR17ARSLEV-ARS,Arsenal vs Leverkusen Winner? — Arsenal,75.0,32.0,0x44e27e5adca5d90d24da18e641bdbc12cb0ab9d4b1f312347439800b00c9d4d7,Arsenal FC vs. Bayer 04 Leverkusen: Both Teams to Score,51.0,49.0
0.8255,17.00,YES on Kalshi @ 40.0¢  +  NO on Polymarket @ 43.0¢,KXMLSTOTAL-26MAR14DALSD-3,San Diego FC at Dallas: Totals — Over 3.5 goals scored,40.0,67.0,0xe68a5bd0fc17780a9d504255d83b6d5de5c0874e74d2d520d0af781d2f3d5626,FC Dallas vs. San Diego FC: Both Teams to Score,56.99999999999999,43.0
0.8222,17.00,YES on Kalshi @ 24.0¢  +  NO on Polymarket @ 59.0¢,KXEGYPLGAME-26MAR09NBEPYR-NBE,National Bank Egypt vs Pyramids Winner? — National Bank Egypt,24.0,78.0,0x134ed8d71111ffe228c59df2a9dd94fc4f2fd985880f1695cbc05310ce2ed8cd,National Bank of Egypt Club vs. Pyramids FC: O/U 2.5,41.0,59.0
0.8307,16.90,NO on Kalshi @ 59.0¢  +  YES on Polymarket @ 24.1¢,KXNFLDRAFTTOP-26-5-FMAU,Pro Football top 5 draft picks in 2026? — Francis Mauigoa,54.0,59.0,0xfb133a0079cd2d116ae75171831a514e82c784b7a05199b600a54241bc121537,Will Francis Mauigoa be the third pick in the 2026 NFL draft?,24.099999999999998,75.9
0.8741,16.85,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 1.1¢,KX2028RRUN-28-GABB,Who will run for the Republican presidential nomination in 2028? — Greg Abbott,25.0,82.0,0x214093035e429b91df322bd20c55d9f611f741f67472a63f7623a9afc0cffa57,Will Greg Abbott win the 2028 Republican presidential nomination?,1.15,98.85000000000001
0.8817,16.75,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 1.2¢,KX2028RRUN-28-SHS,Who will run for the Republican presidential nomination in 2028? — Sarah Huckabee Sanders,26.0,82.0,0x00ad3bb5284b0b2314b1a2d42812fe292f606619c6278bd95c9d905816c240f6,Will Sarah Huckabee Sanders win the 2028 Republican presidential nomination?,1.25,98.75
0.8794,16.65,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 82.3¢,KXGOLDCARDS-26-B299.5,How many Gold Cards will Trump sell this year? — 100 to 499,1.0,,0x326df6a10a6cdd74bdc1ef77906037e90b1f1d6dd1fdcbf6580aea62de094a96,Will Trump sell 1-100 Gold Cards in 2026?,17.65,82.35
0.8681,16.65,NO on Kalshi @ 82.0¢  +  YES on Polymarket @ 1.4¢,KX2028RRUN-28-TGAB,Who will run for the Republican presidential nomination in 2028? — Tulsi Gabbard,22.0,82.0,0x9cd77217b2ab264fe4f6d302f662c0a91f349fe5798f1f98d70bb2311712791b,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,1.35,98.65
0.9281,16.50,YES on Kalshi @ 21.0¢  +  NO on Polymarket @ 62.5¢,KXHOUSERACE-OH15-26-D,Will Democratic win the House race for OH-15? — Democratic party,21.0,86.0,0xa6f43d33d8a72f04d84128346f4efff3ce0431d32e15bbe514f72aaed0414da6,Will the Democratic Party win the OH-15 House seat?,37.5,62.5
0.8850,16.50,NO on Kalshi @ 33.0¢  +  YES on Polymarket @ 50.5¢,HOUSEOH1-26-D,Will a Democrat win the House race for OH-1? — Democratic party,72.0,33.0,0x4af0fa1c69cdf730e0af62b006e31b6c0bf2b73ed66819bfdb44b6a85d7b8192,Will the Democratic Party win the OH-01 House seat?,50.5,49.5
0.8839,16.50,YES on Kalshi @ 8.0¢  +  NO on Polymarket @ 75.5¢,KXECONSTATU3-26MAY-T4.9,Unemployment rate in May 2026? — Exactly 4.9%,8.0,,0x220f52561358dac152990b5674e447a4a2297528083ebd011138963d95daec74,Will the March 2026 unemployment rate be 4.5%?,24.5,75.5
0.8803,16.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 82.5¢,KXTXSENRPRIMARYMOV-26MAR03-KPAX-P7,"Will the margin of victory for Ken Paxton in the first round of the 2026 Texas Senate Republican primary be between 6% and 9%? — Paxton, 6-9%",1.0,,0xf7cabaf4d6c529cc8ff3c947d432d69b558f165158df772e6eb317bb1ea32be9,Will Ken Paxton win the Texas Republican Senate Primary runoff by between 6% and 9%?,17.5,82.5
0.8801,16.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 82.5¢,KXTXSENRPRIMARYMOV-26MAR03-KPAX-P4,"Will the margin of victory for Ken Paxton in the first round of the 2026 Texas Senate Republican primary be between 3% and 6%? — Paxton, 3-6%",1.0,,0x94bbf835c1b7fabb7ddd41e53e3c194cb1f34387946f979c6295717a2d722b2c,Will Ken Paxton win the Texas Republican Senate Primary runoff by between 3% and 6%?,17.5,82.5
0.8731,16.50,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 66.5¢,KXNFLDRAFTTOP-26-3-CTAT,Pro Football top 3 draft picks in 2026? — Carnell Tate,17.0,98.0,0x909442f9381853e32bc2425c71ff07cf4a52a44e5d43b6e2667b5ae621355ae9,Will Carnell Tate be the third pick in the 2026 NFL draft?,33.5,66.5
0.8679,16.50,YES on Kalshi @ 7.0¢  +  NO on Polymarket @ 76.5¢,KXUEL-26-RCC,Will Celta Vigo win the Europa League? — Celta Vigo,7.0,98.0,0xdf9a9f5b84a832c8a26d656c1c889cd37ae7be8eeed5276492647710f012d287,Will Celta Vigo score the most goals in 2025-26 UEFA Europa League?,23.5,76.5
0.8659,16.50,YES on Kalshi @ 19.0¢  +  NO on Polymarket @ 64.5¢,KXUSACOMPANYSTAKE-27JAN01-LLY,Will any part of the United States federal government take a stake of above 0% in Eli Lilly? — Eli Lilly,19.0,86.0,0xe5ea729b91b19f0930ecd4b892ad33a571e5f739355c09334bdb31f322a7abcb,Will the US federal government take a stake in Eli Lilly and Company?,35.5,64.5
0.8605,16.50,YES on Kalshi @ 52.0¢  +  NO on Polymarket @ 31.5¢,KXBUNDESLIGA1H-26MAR15SCFUNI-TIE,Freiburg vs Union Berlin: First Half Winner? — Tie,52.0,63.0,0xd472c7530d897e89e05e1283454218faad1768fb10690db3f4ec39375a02ccf9,SC Freiburg vs. 1. FC Union Berlin: O/U 1.5,68.5,31.5
0.8601,16.50,YES on Kalshi @ 17.0¢  +  NO on Polymarket @ 66.5¢,KXNBAAST-26MAR09NYKLAC-LACDGARLAND10-10,Darius Garland: 10+ assists — Darius Garland: 10+,17.0,,0x6a8748b23f5bb42e5e417b9944d118f12ef6f726e5492f3f314256e3c639a1ab,Darius Garland: Assists O/U 5.5,33.5,66.5
0.8598,16.50,YES on Kalshi @ 37.0¢  +  NO on Polymarket @ 46.5¢,KXEFLCHAMPIONSHIPGAME-26MAR11NORSHU-SHU,Norwich vs Sheffield United Winner? — Sheffield United,37.0,67.0,0xba711c58b124a57cb01af2e1a70eb28665a9f2a9f8a70e3d64da10e3b44ce148,Norwich City FC vs. Sheffield United FC: O/U 2.5,53.5,46.5
0.8525,16.50,YES on Kalshi @ 2.0¢  +  NO on Polymarket @ 81.5¢,KXEPLRELEGATION-26-MCI,Will Man City be Relegated from English Premier League in 2025-26 Season? — Man City,2.0,,0xfb1835b887c33862f5749c619e612d1244ab6e66115f0ef43d373485dc3a1573,Will Manchester City win the 2025–26 English Premier League?,18.5,81.5
0.8470,16.50,NO on Kalshi @ 42.0¢  +  YES on Polymarket @ 41.5¢,KXNHLGAME-26MAR10UTAMIN-MIN,Utah at Minnesota Winner? — MIN Wild,60.0,42.0,0x824b97cd29582c902aa0679722be7481073c60ed57931462715bdb1fcc837a4d,Utah vs. Wild,41.5,58.5
0.8358,16.50,YES on Kalshi @ 46.0¢  +  NO on Polymarket @ 37.5¢,KXUCLGAME-26MAR18LFCGAL-TIE,Liverpool vs Galatasaray Winner? — Tie,46.0,82.0,0x221eb35a8e2ec2f9fffcc72d5ae081922206a809bc4cc9af69d260c68fad4e6a,Galatasaray SK vs. Liverpool FC: Both Teams to Score,62.5,37.5
0.8339,16.50,YES on Kalshi @ 29.0¢  +  NO on Polymarket @ 54.5¢,KXSERIEA1H-26MAR15VERGEN-VER,Hellas Verona vs Genoa: First Half Winner? — Hellas Verona,29.0,85.0,0x876390760830c78d03c2021370f69085f4586d33cc06cf9ee1406bb57c767c46,Hellas Verona FC vs. Genoa CFC: Both Teams to Score,45.5,54.50000000000001
0.8291,16.50,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 82.5¢,KXNCAALAXFINAL-26-MICH,Will Michigan win the 2026 Division I Men's College Lacrosse Championship? — Michigan,1.0,,0xfee704075f30f0b6b19c701bd5135d68ac844e2e82be9a49af22558a56caade1,Will Michigan win the 2026 NCAA Tournament?,17.5,82.5
0.8253,16.50,YES on Kalshi @ 36.0¢  +  NO on Polymarket @ 47.5¢,KXEPL1H-26MAR20BOUMUN-BOU,Bournemouth vs Manchester United: First Half Winner? — Bournemouth,36.0,82.0,0x81a3d849b4c777bf532333b209de85605f27b80d8581b6b1260187a57b758c02,AFC Bournemouth vs. Manchester United FC: Both Teams to Score,52.5,47.5
0.8206,16.50,YES on Kalshi @ 29.0¢  +  NO on Polymarket @ 54.5¢,KXSERIEAGAME-26MAR15VERGEN-VER,Hellas Verona vs Genoa Winner? — Hellas Verona,29.0,73.0,0x876390760830c78d03c2021370f69085f4586d33cc06cf9ee1406bb57c767c46,Hellas Verona FC vs. Genoa CFC: Both Teams to Score,45.5,54.50000000000001
0.8787,16.45,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 2.5¢,KXHIGHNY-26MAR09-B67.5,"Will the **high temp in NYC** be 67-68° on Mar 9, 2026? — 67° to 68°",20.0,81.0,0x3d25519a0416395b0c206c415d87c3e8eee8ebbabeff455851d72d019ab0a3fb,Will the highest temperature in New York City be between 62-63°F on March 9?,2.55,97.45
0.8882,16.30,YES on Kalshi @ 1.0¢  +  NO on Polymarket @ 82.7¢,KXLIGUE1-26-TFC,Will Toulouse win the Ligue 1? — Toulouse,1.0,,0x0a528dc3066c57cf512d5bf4973343fdae7fc80f2349362f5b2ad37d75ff62cc,Will Toulouse finish in the top 4 of the Ligue 1 2025–26 standings?,17.299999999999997,82.69999999999999
0.8522,16.25,YES on Kalshi @ 3.0¢  +  NO on Polymarket @ 80.8¢,KXLEADERNBAPTS-26-CCUN,Will Cade Cunningham lead Pro Basketball in Points Per Game for the 2025-26 Regular Season? — Cade Cunningham,3.0,,0x8d8bf81ad1e5111c53d53b4dcd79f74556aa148db596493aa06e1a9d731bd110,Will Cade Cunningham lead the NBA in assists during the 2025–26 NBA season?,19.25,80.75
0.8928,16.15,NO on Kalshi @ 81.0¢  +  YES on Polymarket @ 2.9¢,KXOSCARSOUND-26-SIN,Will Sinners win Best Sound at the Oscars? — Sinners,20.0,81.0,0x0edd862995133c6f3cfbe751fff76e1564417cb10bcccac0a1e762f2ad1cc4d3,"Will ""Sinners"" win 10 or more awards at the Oscars?",2.85,97.15
0.9002,16.00,NO on Kalshi @ 76.0¢  +  YES on Polymarket @ 8.0¢,KXIPORAMP-27JUN01,"When will Ramp IPO? — Before Jun 1, 2027",30.0,76.0,0x9dd67d7d61b5d2e04f6458d63bd169894ef918dc34e6cdb778707d7e5d47a38f,Ramp IPO before 2027?,8.0,92.0
